7418922639,493862
8862936185,1509173
5658009788,1104465
8546437752,849703
2452414571,1935196
1516081501,1547731
7118547211,1985196
8223837606,1752294
2289593931,1530597
3687703845,1071695
6210811472,853712
6837512789,1342109
6731227413,47349
4297266789,1632778
8505391463,781611
4846570200,1329027
7808332840,1127720
3818022117,834079
5432066588,495324
5906635826,1631573
1741146411,333282
7317132329,85684
3601704515,1808943
6104209360,1735045
1189270557,624784
1138944254,139595
4956625550,1355021
3882434113,222788
8551539048,461322
2630793616,691942
7460885169,467458
3422457496,1095013
7820900224,1322860
3838893618,1040777
7777042689,1148952
7263992491,1035610
6169956131,1510224
5121770908,1958166
5584510810,1608089
1594810936,408118
7759800866,726609
1752463524,1040271
8964126091,935120
1182061825,1549228
3360248553,1681513
8946223392,1061462
3799735969,910600
1636315915,944782
3124374171,390578
3504891534,1928911
6746667686,1688842
2684525771,1044014
8765784367,1981128
4122614318,445275
2178065716,1833953
4303404557,1029504
2841345575,1371524
2824514316,232734
1813870176,32217
8214099451,1129716
3833916401,1161377
7985386975,1898362
2509934593,456763
8206238516,1580607
4329223657,620794
4582798910,483216
8987607812,1522833
5295806377,1357682
5782408026,751977
2533148588,438981
4741728751,169639
7203544592,372353
1148696628,1820489
2424091686,1697977
5400326062,30695
8845110369,1770140
7593921091,1760372
6863448457,853169
6146680337,892219
8623771278,177592
1412821668,725092
5171340728,1195789
7179040984,1699790
8163102727,1002566
7929627486,866548
1367361590,1316338
2676270141,1381962
2363453460,509145
4998478999,786879
3294170942,627456
6255483065,1363419
7234155681,506756
7114235055,1578079
5495432753,363547
6530655553,1911401
7224918299,914424
2756325176,1654095
6325966603,457350
3173052974,991329
4838510447,939817
6563234906,1119657
8613231465,1459458
4327807571,1053515
6828758778,1381481
3196723992,1296551
4670021487,1784466
4749352467,1432500
7898289388,384555
3614211881,202853
4499112068,1664250
3765999118,1468133
7969640291,1705728
7890813929,478460
7582563655,695898
2545317267,1244329
8133023189,88732
8257398972,1921319
7988232542,1433686
2502927886,1858474
2335521359,1477009
7715179804,1978817
6698265429,779952
5324639604,1557331
7381514193,399249
4323600974,578788
3991538718,1067979
3825486741,499534
7812020353,1007344
1248165846,869834
1311595970,126154
6632837213,1248135
4897722618,376959
7918957263,1899119
7195598124,127502
5201717381,898374
6633933764,533744
6999727555,59276
7657570097,566650
3907886359,1638936
7874282558,1101112
1244051894,1159836
3400631085,1091761
8369730726,1879078
7561635583,1196039
7300936810,807322
2757878628,1877333
6669214838,1157946
8100042506,323377
2593025991,1200544
7198216520,1187113
4979140839,515968
2901673366,555303
2824046640,1052617
1907063420,869423
5505622331,1628066
7193357331,937022
2940642437,113070
3150941216,685034
1113970157,229610
8734431480,1176486
1774340389,1660268
4579557255,1180764
2133034579,434787
5585930593,1017426
1977617415,1004475
7259470690,1470888
7267430240,398360
7349474017,1420566
3211124935,331735
4328383535,706640
3692610984,1895026
8839694119,1046947
7152607306,160154
3755949419,1466903
7437143449,1727292
8398670403,221036
7459474587,1600191
7228205454,324895
2900357734,523426
1841590767,1916516
4341956897,76160
7469074440,167531
7186688122,1052685
4478670724,1664380
7837699832,1547895
6797253748,160573
6380709777,1094055
1879141345,902408
1869706268,1951488
4510728862,1905239
8359970229,167388
1380976349,242170
2571822150,1774452
1721416211,1426621
7796398234,699574
6173133815,650821
4234326945,678766
8645905506,285169
3847984919,1389183
1885030657,956346
8655706636,414377
1498241114,1969653
5233242867,258627
2167360875,541133
6792564023,1222207
4923925565,1930219
6627634093,1431786
3542014939,1130448
1951506772,1463658
4873288138,309879
8519174693,391520
4489413441,118869
8424708335,1281126
1603914033,305819
3120671949,1024240
6905907368,1116048
5868264073,1033868
3618589727,837048
8275085893,1473187
3394974120,52754
8758525930,568152
5838352051,144307
8267671875,483909
4962608824,586893
4591148521,529858
7912109738,127853
5460677030,507264
1614000773,954166
8929199685,1661927
2435401055,685352
7510253432,199742
4944527647,437309
6326798612,611233
7204467193,281096
7796397092,97450
5760805760,1109878
7207993624,427338
6159424177,1570446
7852463788,825358
6312257434,1801010
3927544175,1912124
2335819830,1741630
6840896879,1908917
7345762036,935302
5972600057,1670227
3684864818,275321
7268088620,1851593
2751271966,530658
4108519520,1586376
2864661896,892995
3662377029,676310
7917354886,1564665
1292153861,374102
8241879683,1827389
1629831663,1747108
8862667044,1168639
7549968052,1491160
6755168260,920587
4598999435,1034368
5183025991,1078053
5267085551,1787815
5567055604,382862
4187390701,925491
8916802087,1107646
5673734151,1010592
6444318354,418121
2738356802,1582439
1224747358,1869021
8960671235,235099
2871957685,1277952
8146370160,78920
2321757437,286259
7286757827,372117
2940600462,1204627
6396194608,1649856
3208485687,503668
2609819370,491558
7980882224,957990
5417122189,1009018
6755469046,1586898
3100032620,1628554
2780825778,762844
6633684005,1156959
4843365547,1538400
3609477191,1148923
4364507674,502518
3569457037,1660602
5222867895,1701615
3365292277,107379
6348192533,1317335
4336903641,806166
2662590218,1132787
3958085267,1684878
1251790904,1622626
2875733855,1554654
5915279526,72958
6505213618,1714725
6733361796,43065
7985586279,1326684
6579224833,561122
3238204726,160276
6555810588,127231
2737237407,156761
7541023851,57138
3440966245,1701203
2408661689,1506391
6290921631,1051266
1879222153,808257
1515605907,1700032
3330511863,1357826
4900099687,1806528
4467562850,1362401
4678440307,1509746
2761039365,1683811
3173963745,935678
1679245259,56708
6549917562,597766
8793914447,1412157
6545343288,1337190
2973431289,671454
8866394351,1414325
6303175770,622194
5546006644,1397379
8993215518,203583
3143868261,455067
6848795631,809221
1250667850,1423360
3484613606,1480860
7273809373,1315153
7182445256,762296
4504664266,1229734
4339271595,307014
6855703454,493554
3361713434,495758
6767257856,1535329
6280454325,1017328
1452446448,1066777
3341973246,1181865
8540169448,337210
7151972396,1060397
8106316079,796160
8241957216,1045132
3492719393,679741
2950715738,1169071
6449831635,244289
4838890292,1262041
1732863838,464340
8512965659,1996392
2150980532,399320
6760123285,281234
2883687375,404937
1135851600,1148651
6171840801,811614
8664496791,620635
7568519646,1947431
7288591447,531306
3862186400,1843566
4833331170,34774
2492943342,1201848
2129394723,432665
1836611312,960611
1664976300,1712357
2972468414,440039
4772655673,48297
2481194916,776791
1800902365,1650123
2416019630,1740383
5785493875,1600205
7623471576,588613
5436403410,81322
3163364121,1666729
6665808247,593783
1788706932,1121318
7488876270,1193604
4577786965,1279601
2114765062,730042
1336682081,621367
6978236136,1735101
8687170556,406816
2937149360,1814057
7467075018,1864841
6614295874,1268381
6170216898,84054
4823178587,761410
8504017219,1055071
3775523969,1650891
1117735863,1691672
2944487932,1185755
5223789965,475715
8362872167,1901414
1785615650,357303
1698825273,887252
3309758458,1579292
8898255244,1935870
5191428259,27148
7662431056,1058607
6839755599,365524
8428215136,1047843
8979273866,234896
8841399481,1077130
3222237652,776081
6644469928,1369574
1463252579,738234
1798278562,720456
8864011190,1322046
7833015676,527894
3198623858,1973380
7563853758,880744
1709074975,1298147
8201275241,60006
5841007331,1468741
7891929523,881515
4951933177,1529543
5235853789,986917
2463106139,667479
7985192464,1752017
5600613269,90965
5216972349,891139
8781508259,1223666
3616593754,754140
2732541962,1061875
2315234893,343825
5466339013,210926
8234039175,1184139
7917286193,1699307
4266418692,1460705
4319545156,1510083
3853644584,625886
1256361241,763172
6650005231,1317345
3727796643,283820
1649924668,1937976
7412471753,957385
6348101200,1430467
7602838490,331966
8897548810,1996855
3135899190,1301408
1255320687,1099416
5382304941,1877525
4355004470,263805
4784063316,1521299
3485106725,825391
2518976214,1071431
2350171768,148681
6251584101,649387
2248157851,822745
3308605770,502445
7490473410,1547485
7828755212,1110510
3626319055,597863
5305766995,589440
1142180485,1077689
3214706110,231463
2991336671,1604585
5929025779,1198745
3124310985,517117
8265432705,1771485
5190997123,306352
8139125636,1418351
4353249362,1854283
2581879750,761338
1742962707,810188
2325630153,266300
8263207719,1692258
7847208834,1386981
3471128838,1428301
2473141742,1193911
4957685080,1164738
3576061985,1396391
7317930991,59653
4107613416,1597722
6549755940,762926
4911468198,1610888
3244904210,1865444
5170725062,1402749
2719819021,1711812
6576254889,688626
3421686342,1452698
1662526387,1137783
4793240132,410917
6170435952,1459788
6298554304,494423
7242555391,472963
4245401986,1321523
2383304371,504864
7592041330,1555053
2452168232,596728
4961569061,1719277
6183620308,695477
3327685579,951595
1625895287,1403855
2791667335,137812
8885744226,1843540
1450804683,402659
7772558623,1030240
4136864072,1262184
4896191014,171365
4751111520,1355844
2279069028,369572
6409660665,1421482
8838253241,129810
2929530434,1042080
8420781994,1583988
5190902677,708411
8620150205,1582818
8995805207,1432870
4514903119,1498375
6462776487,473499
2934861684,821854
2156429375,901543
4811064929,110358
7678800405,1245322
2517429755,1872047
6873679804,1864788
5268922999,1214875
3426472817,944329
5702132512,835485
8834050708,150781
5602243982,113420
1175769338,512665
1249265644,1122480
7455192057,893907
7266640441,43300
5989093029,405753
3486828739,996306
6792960864,1769734
1820147787,704185
5876507945,322443
7313178345,678634
3325984328,1788167
8131543200,1324678
4115286173,737903
2565621227,619233
2245356659,1580646
1529038980,1724226
1945790923,1517637
2859649459,1017216
1931061858,904404
1901451041,122342
8522916812,1986062
3776898745,50159
5377257376,1790785
4246881793,859466
6670787434,758891
3992787295,1601974
3190790784,1289630
1876035083,621351
8275352920,1354460
6473968347,1174975
7928623692,1802202
4600892174,207861
4664328212,1249921
2674436570,264241
7473836206,1634728
2583670175,1363405
6226212908,367931
3696876647,172501
8680710826,1815767
7587943978,651719
3309636189,223722
6878212646,732755
6997679690,1804279
2362801137,812156
8693675446,1781648
1435301619,1751253
7266437811,1522234
6627774019,1133093
2477038027,1431148
1375098254,1521891
8366320787,1417039
2350259767,801305
7543645096,1042238
1244767692,1766340
6702574719,1340295
1909562186,1573810
2694142793,673801
1591560246,541858
5558532104,1958900
2245512983,1672967
2450215518,340619
4678066109,282085
3335658231,252612
8141890202,1858450
3587227796,55782
7794447276,520022
4889301057,1599209
2991540255,1117066
3416990462,785401
7994775234,1182076
7626749354,148819
3483043056,1074793
5814797931,177862
3757308419,1833377
7735495536,764979
1723766133,766535
8864998942,407885
5513976956,1461294
2137927994,948281
1639460202,268156
8686285811,312399
4203428969,1050250
4245044877,1685878
8375632526,897057
2867135598,334923
5635920999,847422
3272851381,128058
4645307038,104014
4906351804,402435
4167845039,1806802
4622212652,1120630
8912729988,1249916
1516682173,1526199
6619781971,1798832
4623180814,34266
2328648085,1922755
8992580594,1263303
1439417071,529119
7565287319,466902
7130416056,1248572
5446748892,1186548
1289851585,826344
1118059951,1487844
7142951175,651482
1383947244,811207
1754931364,758379
6296478368,402434
8637526552,1200618
7691508424,381971
5290570571,1531491
1556951953,1250146
6607915642,748073
4584530294,1922562
5465855430,1929915
4616525078,76365
2591052723,1678468
1239697063,486826
5166963859,497876
7407515794,1491176
4729314550,1104457
7728174189,784642
3768023750,1193739
4521147660,678074
7577615847,261897
7643898446,1677855
2127770312,437406
4643422421,1759657
3887789563,439632
3235886957,358937
3918204651,1367885
7830010856,31228
8967039027,854605
2141011006,1696902
5168987877,1749813
7185497848,1549785
8170810849,697136
7107458593,340669
4394618767,460277
5760673611,1414791
5155841745,253478
2725524130,133652
6458521390,561932
1354037761,646252
6182574379,525182
4675368147,1305793
6851720209,528536
5520829808,929263
5451067906,343110
6368321339,1924316
4879148936,217784
2521483622,1681558
3394777492,1919341
1856727007,1254873
2293264153,1963146
8669668699,918569
8421024029,656641
7520968822,634193
8426773161,1708589
1813416819,1888940
7388661485,909618
7544993542,1358906
8825526786,1456063
5347766730,1796839
8533124041,317293
4583231001,1853225
2658073297,1709822
7401264534,232993
3190963185,719265
6419591506,142006
7926997085,785386
5159186363,234623
3255677255,493500
6688193771,1312023
1251254439,421856
3355454776,1881448
7878035790,1986093
5979300455,826051
8687517539,1812768
8701074249,1164452
1311290824,638274
4718616078,1027120
5362141931,708583
6645252091,1025463
2438526161,1595531
5894714417,130292
2282085406,1806068
5578892825,384074
3446871332,938645
7177282558,1252102
7824067591,1790439
7856842615,397537
5846672332,1298063
5609372819,1053053
6367396894,1549084
5336626078,1717157
8422978935,1345671
7434640438,514447
7451627209,1464595
7272045520,645115
7327707514,1769228
6224730778,1759218
3331503793,1062186
7469915004,811657
1469968024,770764
3610833180,810941
4134162157,104959
5715197944,1356407
1349620415,739543
7657162665,877095
2560917104,1597202
4388231659,108491
6467875139,1459194
3497073659,46918
7512467121,840288
2522610073,478250
2733350030,1265091
1871706595,1497425
3362250840,1999561
3178171588,1285981
6962510329,1320579
1527676657,1045021
7738901134,448458
6471029532,609833
3323273669,186278
3284611980,943650
5574597973,1570211
5383662543,112725
2820780738,1909403
2160596702,572375
5254011509,779665
8140807065,175751
4890314175,239954
6593605116,1267856
1984831453,1498323
1666897537,112710
1836151249,1218871
1622295593,999046
8792242247,630504
1288258907,1149400
4421417255,501467
2790364966,1436206
6394803496,1017551
8611610923,224260
4508303013,613835
4525762742,1505855
1652153376,1634148
8765511676,717584
4169638841,1500214
6479948167,565584
5356117420,1929288
2254299227,1271235
3746613149,1578955
3763317475,1797943
8865014184,1479513
6258058011,311812
3680150296,1135927
3695983092,218667
5209302000,502325
6137654199,1104408
5469115515,1704042
7732693297,1658753
4389201021,1128538
2343466730,908102
2496733331,839410
8660342915,155729
7119087811,88552
5432852323,287797
2804513853,162877
8238290990,1373297
6266838859,544092
5128331884,1260652
8529345774,1144826
6813563832,1290423
2642854560,989526
6479274991,1335312
3750578880,692727
5565197651,909947
5345982535,374227
7982879574,1491433
6678828170,1201156
4112588930,1182162
7561630370,773810
2739667530,221276
8770814555,289358
6698305873,1117171
2807117935,1456242
7256529505,1120817
3918414037,982371
3504664673,1039765
6567746691,972337
8444084053,1835853
8991522695,1508019
5604145576,900430
4237261427,742382
6418730390,474136
8232393054,1271245
3345341636,363604
6381758367,1402663
1206046478,567191
4614804513,1274525
7153158039,1068606
4932892613,1336410
3955450870,714802
5827700880,731187
3487080781,77123
8857503640,627719
4557294817,564686
4181509879,384190
7855009579,773433
2517198545,1722635
7469661106,740531
1731944750,1486060
4283961025,1911447
3887385495,699814
2158619854,1823559
7832708539,1165323
3532030578,167378
5655440685,738517
1611018265,1198960
5451598680,1766250
5107126434,92066
8906648050,340888
3733294912,88789
5786908926,90583
3645429249,1003709
6732894585,827148
2474828179,833532
8888491866,1248258
7489103831,264026
7397734687,1838960
6469615214,1038475
7749612188,111128
8930599055,1575022
4137747517,1311299
1169958102,1337963
3923565135,338663
1412023218,775666
7579320741,1257187
4257904222,766559
5279900282,118623
2597331995,1473946
8934822898,1931119
7439763057,1519089
5395700828,271598
4585611484,158974
8619690184,973701
4215219113,1386853
6437744187,413571
8613838402,345011
1769689422,832451
4130544387,662882
7800975080,763307
8555669689,1566610
3768197290,1001225
7836260331,1794543
3638158788,1245270
3181083382,640463
8619467167,613268
7541802457,1925202
1490213766,338449
4841293249,1929314
8766695230,1330308
5363201343,605362
3705044203,1170797
2437902899,1674657
4177499748,535446
1829692270,471126
2746585601,500790
8316122434,1604450
6626270053,525034
5972434672,1381411
7553930686,1303739
6839021554,600509
6894912485,1119933
1955756225,1564544
3887424042,591851
5452523805,1541287
6284328473,340462
7985920965,1272757
6199836715,298293
7131839218,1584407
6771661200,725500
8596608321,931750
3852810012,905031
3342977248,199300
7876153546,1225381
4322288856,234748
1487195471,1266895
4171030065,1368835
3969489249,776423
5169728066,1015291
3298503753,222140
1389801397,1517677
2647330178,824898
4832790634,1459340
8866688169,1756732
5342362743,280630
6178893519,420916
1156208460,1034515
2186089780,1727166
8270920176,1552438
7967091775,1188347
6995987152,927673
2880351784,783441
3643813624,1976003
6860391379,1818485
4454711778,1034627
1245085402,1913539
8544437627,372051
5344468359,1035265
3215991587,1507351
8541978516,1967330
6192674273,889437
4663656004,1123583
5662312387,706077
7235229323,1624829
8188202540,1947832
4210390180,461163
2606408431,1598395
1167714126,66786
5685696905,346650
7167160293,467237
5702933574,555991
5410415629,1252608
8593155839,622970
6367240263,479595
4761580873,1793079
6462476137,296102
1121364214,335885
8395162660,980380
3493000040,1219108
3283960224,1984226
1871285835,1585388
8654813080,327670
1619718473,1716897
6120831513,789410
2541256399,797867
7681529431,158808
8297773369,1977111
8673328249,1003957
3679421511,790049
5577261723,98688
8458113149,883660
2566003894,32809
7915353861,1008678
3484571117,542668
3826582015,908423
5489797272,1827725
5724223236,1785231
3742208234,78332
2236105649,1386188
2677538808,1102608
8209533227,1333876
5742781348,384749
5320034489,1940837
1481656323,58624
8514619461,1662698
2629996122,1569759
6240972890,1331958
5374525512,351627
6108739421,1873895
4672828384,1695055
5540499187,938278
5492531390,1644928
3397243329,1910084
3120260726,1053052
5805062524,1629052
3625533058,1072685
1349317046,1622453
1892685098,1072549
4449674330,226879
1408463537,1066209
7732356442,1205298
6547752626,144648
6679253861,1086004
6596815537,1137323
8146378170,1516113
3851798625,1769412
2267100525,1009506
4529026503,514776
4665027307,1580425
